Municipio;Ano;1A;2A;3A;4A;5A;6A;7A;8A;NCA;TotalA;1D;2D;3D;4D;5D;6D;7D;8D;NCD;TotalD;1S;2S;3S;4S;5S;6S;7S;8S;NCS;TotalS
330420;2012;15;1258;79;941;5850;7022;1;148;0;15314;-12;-1915;-58;-1044;-5491;-7121;-7;-179;0;-15827;3;-657;21;-103;359;-99;-6;-31;0;-513
330420;2011;25;1865;78;1244;5670;6701;6;197;0;15786;-21;-1619;-71;-1144;-5040;-6054;-4;-174;0;-14127;4;246;7;100;630;647;2;23;0;1659
330420;2010;7;2515;82;1558;4480;7268;5;190;0;16105;0;-1398;-63;-1696;-4035;-6628;-2;-221;0;-14043;7;1117;19;-138;445;640;3;-31;0;2062
330420;2009;8;1240;119;1954;3498;4327;2;150;0;11298;-7;-1545;-167;-2605;-3019;-4456;-2;-122;0;-11923;1;-305;-48;-651;479;-129;0;28;0;-625
330420;2008;1;2057;265;1265;3394;5554;19;183;0;12738;-8;-1154;-131;-1148;-3237;-4541;-12;-184;0;-10415;-7;903;134;117;157;1013;7;-1;0;2323
330420;2007;6;1606;93;997;2875;4597;5;122;0;10301;-1;-1125;-54;-717;-2680;-3791;-6;-130;0;-8504;5;481;39;280;195;806;-1;-8;0;1797
330420;2006;9;971;114;401;2551;3819;3;79;0;7947;-6;-1080;-183;-370;-2366;-3356;-3;-90;0;-7454;3;-109;-69;31;185;463;0;-11;0;493
330420;2005;11;1402;117;521;2539;4258;2;120;0;8970;-9;-923;-97;-478;-2358;-4348;-1;-97;0;-8311;2;479;20;43;181;-90;1;23;0;659
330420;2004;2;1344;117;362;2353;4316;4;123;0;8621;-10;-733;-89;-399;-2127;-3862;0;-93;0;-7313;-8;611;28;-37;226;454;4;30;0;1308
330430;Total;124;8099;120;16811;17753;102089;4;1178;0;146178;-91;-7163;-103;-15190;-16741;-89460;-3;-1182;0;-129933;33;936;17;1621;1012;12629;1;-4;0;16245
330430;2015;8;656;0;2091;1375;3973;0;56;0;8159;-4;-646;-2;-1971;-1616;-5014;0;-64;0;-9317;4;10;-2;120;-241;-1041;0;-8;0;-1158
330430;2014;7;829;4;3261;1722;5205;0;67;0;11095;-11;-764;-2;-3104;-1697;-5550;0;-78;0;-11206;-4;65;2;157;25;-345;0;-11;0;-111
330430;2013;9;892;1;3292;1847;6834;0;75;0;12950;-9;-768;-1;-2233;-1848;-6667;0;-99;0;-11625;0;124;0;1059;-1;167;0;-24;0;1325
330430;2012;8;689;7;576;1686;5337;0;85;0;8388;-4;-634;-6;-804;-1842;-5019;0;-94;0;-8403;4;55;1;-228;-156;318;0;-9;0;-15
330430;2011;11;634;16;1418;1583;7828;0;97;0;11587;-6;-655;-9;-1554;-1486;-7339;0;-103;0;-11152;5;-21;7;-136;97;489;0;-6;0;435
330430;2010;19;647;8;1227;1559;7412;0;81;0;10953;-2;-642;-10;-1099;-1257;-7360;0;-113;0;-10483;17;5;-2;128;302;52;0;-32;0;470
330430;2009;1;598;14;1056;1280;10303;0;119;0;13371;-9;-539;-4;-831;-1324;-9065;-1;-104;0;-11877;-8;59;10;225;-44;1238;-1;15;0;1494
330430;2008;10;663;6;1194;1365;8886;2;127;0;12253;-6;-593;-1;-987;-1307;-8678;-1;-125;0;-11698;4;70;5;207;58;208;1;2;0;555
330430;2007;6;628;22;1006;1331;8800;1;111;0;11905;-11;-468;-20;-777;-1075;-6916;0;-95;0;-9362;-5;160;2;229;256;1884;1;16;0;2543
330430;2006;8;517;30;558;1240;8280;0;89;0;10722;-15;-408;-46;-628;-933;-7736;0;-104;0;-9870;-7;109;-16;-70;307;544;0;-15;0;852
330430;2005;24;647;7;686;1399;16656;0;117;0;19536;-7;-546;-2;-651;-1241;-10910;0;-91;0;-13448;17;101;5;35;158;5746;0;26;0;6088
330430;2004;13;699;5;446;1366;12575;1;154;0;15259;-7;-500;0;-551;-1115;-9206;-1;-112;0;-11492;6;199;5;-105;251;3369;0;42;0;3767
330440;Total;52;274;11;382;1255;974;5;1889;0;4842;-37;-245;-6;-427;-1127;-941;-7;-1825;0;-4615;15;29;5;-45;128;33;-2;64;0;227
330440;2015;0;19;1;20;137;147;0;118;0;442;-1;-21;-2;-29;-134;-165;-1;-168;0;-521;-1;-2;-1;-9;3;-18;-1;-50;0;-79
330440;2014;13;31;0;16;139;118;0;167;0;484;-15;-27;0;-18;-135;-96;-4;-164;0;-459;-2;4;0;-2;4;22;-4;3;0;25
330440;2013;27;19;0;11;115;104;3;160;0;439;-9;-17;0;-4;-127;-100;-1;-147;0;-405;18;2;0;7;-12;4;2;13;0;34
330440;2012;0;19;1;6;159;140;0;160;0;485;-4;-15;-1;-7;-99;-111;-1;-139;0;-377;-4;4;0;-1;60;29;-1;21;0;108
330440;2011;0;21;1;15;120;99;0;202;0;458;0;-16;0;-103;-90;-91;0;-202;0;-502;0;5;1;-88;30;8;0;0;0;-44
330440;2010;3;20;0;149;103;111;1;179;0;566;-4;-22;0;-188;-97;-62;0;-182;0;-555;-1;-2;0;-39;6;49;1;-3;0;11
330440;2009;0;19;5;130;97;29;1;174;0;455;-1;-27;-1;-49;-92;-65;0;-174;0;-409;-1;-8;4;81;5;-36;1;0;0;46
330440;2008;2;22;1;14;98;45;0;165;0;347;0;-20;-1;-10;-73;-38;0;-223;0;-365;2;2;0;4;25;7;0;-58;0;-18
330440;2007;1;48;1;6;92;46;0;197;0;391;0;-48;0;-2;-94;-138;0;-166;0;-448;1;0;1;4;-2;-92;0;31;0;-57
330440;2006;1;46;1;5;59;64;0;115;0;291;-2;-24;-1;-1;-53;-40;0;-83;0;-204;-1;22;0;4;6;24;0;32;0;87
330440;2005;4;8;0;6;74;51;0;176;0;319;0;-7;0;-7;-75;-14;0;-104;0;-207;4;1;0;-1;-1;37;0;72;0;112
330440;2004;1;2;0;4;62;20;0;76;0;165;-1;-1;0;-9;-58;-21;0;-73;0;-163;0;1;0;-5;4;-1;0;3;0;2
330450;Total;11;2426;0;3071;372;4682;0;429;0;10991;-10;-2123;0;-2822;-326;-3933;0;-413;0;-9627;1;303;0;249;46;749;0;16;0;1364
330450;2015;0;255;0;425;20;137;0;28;0;865;-2;-284;0;-340;-31;-246;0;-28;0;-931;-2;-29;0;85;-11;-109;0;0;0;-66
330450;2014;1;346;0;311;31;164;0;29;0;882;-1;-312;0;-356;-33;-138;0;-34;0;-874;0;34;0;-45;-2;26;0;-5;0;8
330450;2013;1;268;0;512;48;90;0;28;0;947;0;-215;0;-645;-46;-86;0;-36;0;-1028;1;53;0;-133;2;4;0;-8;0;-81
330450;2012;6;262;0;608;27;784;0;40;0;1727;-3;-205;0;-438;-31;-483;0;-36;0;-1196;3;57;0;170;-4;301;0;4;0;531
330450;2011;1;157;0;766;46;613;0;36;0;1619;0;-176;0;-751;-29;-428;0;-25;0;-1409;1;-19;0;15;17;185;0;11;0;210
330450;2010;0;199;0;1;43;590;0;29;0;862;0;-201;0;0;-37;-364;0;-48;0;-650;0;-2;0;1;6;226;0;-19;0;212
330450;2009;0;230;0;0;41;421;0;37;0;729;0;-184;0;-1;-30;-254;0;-30;0;-499;0;46;0;-1;11;167;0;7;0;230
330450;2008;0;285;0;0;22;271;0;62;0;640;0;-176;0;-23;-21;-170;0;-34;0;-424;0;109;0;-23;1;101;0;28;0;216
330450;2007;0;117;0;23;27;176;0;25;0;368;-2;-122;0;0;-22;-261;0;-51;0;-458;-2;-5;0;23;5;-85;0;-26;0;-90
330450;2006;0;62;0;424;25;189;0;24;0;724;0;-44;0;-268;-15;-381;0;-26;0;-734;0;18;0;156;10;-192;0;-2;0;-10
330450;2005;1;113;0;1;15;775;0;37;0;942;0;-153;0;0;-18;-611;0;-29;0;-811;1;-40;0;1;-3;164;0;8;0;131
330450;2004;1;132;0;0;27;472;0;54;0;686;-2;-51;0;0;-13;-511;0;-36;0;-613;-1;81;0;0;14;-39;0;18;0;73
330452;Total;1208;6425;644;18986;34288;31549;1;374;0;93475;-689;-5538;-463;-17325;-31301;-28375;-1;-325;0;-84017;519;887;181;1661;2987;3174;0;49;0;9458
330452;2015;197;607;23;1970;3868;3780;0;18;0;10463;-163;-820;-91;-2301;-4227;-4792;0;-13;0;-12407;34;-213;-68;-331;-359;-1012;0;5;0;-1944
330452;2014;235;1119;58;2084;4469;4734;0;15;0;12714;-152;-847;-24;-1633;-4192;-4325;0;-17;0;-11190;83;272;34;451;277;409;0;-2;0;1524
330452;2013;304;1132;31;1880;4688;4179;1;17;0;12232;-206;-890;-32;-1594;-4270;-3729;-1;-23;0;-10745;98;242;-1;286;418;450;0;-6;0;1487
330452;2012;435;751;51;2304;3898;3817;0;17;0;11273;-137;-634;-43;-1913;-3663;-3387;0;-21;0;-9798;298;117;8;391;235;430;0;-4;0;1475
330452;2011;26;712;39;2627;3328;3105;0;22;0;9859;-26;-550;-25;-2494;-2947;-2674;0;-15;0;-8731;0;162;14;133;381;431;0;7;0;1128
330452;2010;0;520;24;2059;2957;2930;0;21;0;8511;0;-543;-23;-1810;-2575;-2208;0;-22;0;-7181;0;-23;1;249;382;722;0;-1;0;1330
330452;2009;0;435;39;2176;2718;2138;0;20;0;7526;0;-365;-25;-2096;-2409;-1891;0;-14;0;-6800;0;70;14;80;309;247;0;6;0;726
330452;2008;0;446;52;1090;2653;1919;0;21;0;6181;0;-358;-1;-749;-2151;-1500;0;-29;0;-4788;0;88;51;341;502;419;0;-8;0;1393
330452;2007;0;203;1;629;1799;1371;0;163;0;4166;0;-113;0;-732;-1592;-1081;0;-131;0;-3649;0;90;1;-103;207;290;0;32;0;517
330452;2006;3;174;75;773;1392;1208;0;15;0;3640;0;-132;-66;-695;-1301;-1063;0;-13;0;-3270;3;42;9;78;91;145;0;2;0;370
330452;2005;4;160;54;697;1329;1274;0;21;0;3539;0;-161;-49;-704;-1080;-978;0;-14;0;-2986;4;-1;5;-7;249;296;0;7;0;553
330452;2004;4;166;197;697;1189;1094;0;24;0;3371;-5;-125;-84;-604;-894;-747;0;-13;0;-2472;-1;41;113;93;295;347;0;11;0;899
330455;Total;13144;718348;57204;1075275;2275655;5398540;18181;17588;27;9573962;-8699;-679011;-48480;-997281;-2145558;-5041776;-21059;-16885;-28;-8958777;4445;39337;8724;77994;130097;356764;-2878;703;-1;615185
330455;2015;609;55891;3021;102979;202872;488126;1932;1850;0;857280;-1467;-72952;-3910;-112509;-215723;-527037;-2096;-1870;0;-937564;-858;-17061;-889;-9530;-12851;-38911;-164;-20;0;-80284
330455;2014;687;70891;4517;116729;230392;582036;2350;1549;0;1009151;-719;-72756;-4626;-116348;-228644;-564858;-2943;-1565;0;-992459;-32;-1865;-109;381;1748;17178;-593;-16;0;16692
330455;2013;852;73810;6694;121504;233962;575150;3666;1836;0;1017474;-836;-71244;-9724;-120333;-227819;-553611;-2006;-1807;0;-987380;16;2566;-3030;1171;6143;21539;1660;29;0;30094
330455;2012;1795;76029;9533;124959;223869;556507;1115;1728;0;995535;-1227;-69359;-8044;-110746;-214725;-525562;-1180;-1620;0;-932463;568;6670;1489;14213;9144;30945;-65;108;0;63072
330455;2011;2633;75504;6955;110799;222786;551572;948;1589;0;972786;-807;-68581;-4925;-99215;-208578;-503494;-1045;-1457;0;-888102;1826;6923;2030;11584;14208;48078;-97;132;0;84684
330455;2010;1515;72547;8529;106737;206637;489851;1140;1611;0;888567;-678;-59030;-3674;-99515;-183594;-427907;-6201;-1492;0;-782091;837;13517;4855;7222;23043;61944;-5061;119;0;106476
330455;2009;447;57393;3171;97501;178028;418723;1128;1391;0;757782;-427;-55308;-2800;-86706;-169451;-388892;-1322;-1336;0;-706242;20;2085;371;10795;8577;29831;-194;55;0;51540
330455;2008;1339;61470;3776;94550;177228;426296;1518;1235;0;767412;-877;-52809;-2757;-75164;-163922;-385113;-1309;-1314;0;-683265;462;8661;1019;19386;13306;41183;209;-79;0;84147
330455;2007;566;48545;2409;66965;160501;376844;1259;1361;0;658450;-355;-42738;-2399;-56009;-142723;-327648;-1067;-1325;0;-574264;211;5807;10;10956;17778;49196;192;36;0;84186
330455;2006;286;44057;2952;52087;146462;337570;780;1214;0;585408;-197;-39478;-2136;-42543;-133238;-307876;-723;-999;0;-527190;89;4579;816;9544;13224;29694;57;215;0;58218
330455;2005;805;42369;2839;39795;151618;312746;1265;1033;27;552497;-632;-40421;-1667;-37104;-134035;-275099;-641;-1083;-28;-490710;173;1948;1172;2691;17583;37647;624;-50;-1;61787
330455;2004;1610;39842;2808;40670;141300;283119;1080;1191;0;511620;-477;-34335;-1818;-41089;-123106;-254679;-526;-1017;0;-457047;1133;5507;990;-419;18194;28440;554;174;0;54573
330460;Total;19;763;8;1366;1629;950;0;654;0;5389;-20;-1066;-6;-1304;-1258;-908;0;-626;0;-5188;-1;-303;2;62;371;42;0;28;0;201
330460;2015;0;285;1;52;103;42;0;47;0;530;0;-643;-1;-55;-196;-65;0;-47;0;-1007;0;-358;0;-3;-93;-23;0;0;0;-477
330460;2014;0;23;2;44;199;49;0;55;0;372;-1;-14;-4;-10;-190;-70;0;-63;0;-352;-1;9;-2;34;9;-21;0;-8;0;20
330460;2013;2;27;3;16;253;84;0;55;0;440;-1;-37;0;-36;-190;-63;0;-53;0;-380;1;-10;3;-20;63;21;0;2;0;60
330460;2012;5;24;0;22;268;54;0;40;0;413;-1;-35;0;-3;-173;-54;0;-53;0;-319;4;-11;0;19;95;0;0;-13;0;94
330460;2011;0;49;0;14;293;108;0;81;0;545;0;-23;0;-270;-88;-65;0;-71;0;-517;0;26;0;-256;205;43;0;10;0;28
330460;2010;1;32;0;475;71;120;0;65;0;764;0;-24;-1;-621;-59;-79;0;-53;0;-837;1;8;-1;-146;12;41;0;12;0;-73
330460;2009;1;73;2;551;102;59;0;44;0;832;-1;-77;0;-154;-83;-62;0;-53;0;-430;0;-4;2;397;19;-3;0;-9;0;402
330460;2008;1;60;0;0;35;87;0;62;0;245;-1;-63;0;0;-52;-100;0;-50;0;-266;0;-3;0;0;-17;-13;0;12;0;-21
330460;2007;0;30;0;0;117;56;0;37;0;240;0;-23;0;0;-25;-24;0;-43;0;-115;0;7;0;0;92;32;0;-6;0;125
330460;2006;1;17;0;9;89;35;0;51;0;202;-1;-25;0;-9;-78;-37;0;-49;0;-199;0;-8;0;0;11;-2;0;2;0;3
330460;2005;3;68;0;126;60;33;0;50;0;340;0;-58;0;-74;-48;-32;0;-41;0;-253;3;10;0;52;12;1;0;9;0;87
330460;2004;5;75;0;57;39;223;0;67;0;466;-14;-44;0;-72;-76;-257;0;-50;0;-513;-9;31;0;-15;-37;-34;0;17;0;-47
330470;Total;1044;6484;145;1755;8039;8013;337;987;0;26804;-1043;-5564;-90;-2024;-7151;-6985;-657;-969;0;-24483;1;920;55;-269;888;1028;-320;18;0;2321
330470;2015;36;524;7;100;698;571;2;64;0;2002;-60;-591;-6;-126;-763;-611;-1;-69;0;-2227;-24;-67;1;-26;-65;-40;1;-5;0;-225
330470;2014;70;932;3;179;743;637;0;82;0;2646;-84;-767;-6;-201;-716;-720;-6;-73;0;-2573;-14;165;-3;-22;27;-83;-6;9;0;73
330470;2013;82;839;12;368;775;1326;0;75;0;3477;-104;-736;-4;-391;-785;-789;-11;-65;0;-2885;-22;103;8;-23;-10;537;-11;10;0;592
330470;2012;84;824;9;170;994;835;167;54;0;3137;-117;-662;-15;-355;-908;-1024;-519;-92;0;-3692;-33;162;-6;-185;86;-189;-352;-38;0;-555
330470;2011;107;655;15;284;737;794;111;70;0;2773;-70;-523;-11;-348;-623;-707;-107;-62;0;-2451;37;132;4;-64;114;87;4;8;0;322
330470;2010;63;672;13;51;715;558;51;78;0;2201;-73;-561;-2;-79;-572;-547;-9;-77;0;-1920;-10;111;11;-28;143;11;42;1;0;281
330470;2009;115;434;22;160;581;1053;6;68;0;2439;-107;-361;-8;-102;-463;-852;-4;-81;0;-1978;8;73;14;58;118;201;2;-13;0;461
330470;2008;76;348;59;97;548;562;0;113;0;1803;-66;-275;-25;-56;-453;-336;0;-84;0;-1295;10;73;34;41;95;226;0;29;0;508
330470;2007;91;327;2;67;465;340;0;80;0;1372;-103;-268;-7;-69;-453;-378;0;-143;0;-1421;-12;59;-5;-2;12;-38;0;-63;0;-49
330470;2006;102;279;3;60;556;446;0;71;0;1517;-106;-285;-1;-65;-412;-380;0;-58;0;-1307;-4;-6;2;-5;144;66;0;13;0;210
330470;2005;136;334;0;123;565;607;0;152;0;1917;-99;-276;-3;-133;-463;-358;0;-101;0;-1433;37;58;-3;-10;102;249;0;51;0;484
330470;2004;82;316;0;96;662;284;0;80;0;1520;-54;-259;-2;-99;-540;-283;0;-64;0;-1301;28;57;-2;-3;122;1;0;16;0;219
330475;Total;19;277;8;650;2656;920;18;5614;0;10162;-4;-282;-7;-680;-2309;-797;-17;-5483;0;-9579;15;-5;1;-30;347;123;1;131;0;583
330475;2015;0;42;0;47;304;113;0;407;0;913;0;-51;0;-64;-267;-86;0;-457;0;-925;0;-9;0;-17;37;27;0;-50;0;-12
330475;2014;0;67;0;73;282;97;0;649;0;1168;0;-50;0;-52;-253;-81;0;-724;0;-1160;0;17;0;21;29;16;0;-75;0;8
330475;2013;0;49;0;27;323;96;0;669;0;1164;0;-34;-2;-36;-288;-75;0;-686;0;-1121;0;15;-2;-9;35;21;0;-17;0;43
330475;2012;0;41;0;42;274;115;0;792;0;1264;0;-33;0;-51;-248;-71;0;-775;0;-1178;0;8;0;-9;26;44;0;17;0;86
330475;2011;16;14;0;48;262;86;0;1016;0;1442;0;-26;0;-63;-241;-65;0;-1113;0;-1508;16;-12;0;-15;21;21;0;-97;0;-66
330475;2010;3;16;1;92;222;86;0;738;0;1158;-2;-18;0;-157;-184;-65;0;-812;0;-1238;1;-2;1;-65;38;21;0;-74;0;-80
330475;2009;0;9;0;76;175;76;0;186;0;522;-2;-16;0;-56;-157;-76;0;-105;0;-412;-2;-7;0;20;18;0;0;81;0;110
330475;2008;0;9;0;33;164;44;0;115;0;365;0;-9;0;-49;-140;-72;0;-136;0;-406;0;0;0;-16;24;-28;0;-21;0;-41
330475;2007;0;4;0;85;159;50;3;99;0;400;0;-18;0;-54;-161;-31;-4;-143;0;-411;0;-14;0;31;-2;19;-1;-44;0;-11
330475;2006;0;9;0;53;178;46;1;245;0;532;0;-6;0;-40;-145;-94;-1;-109;0;-395;0;3;0;13;33;-48;0;136;0;137
330475;2005;0;7;0;25;186;53;12;617;0;900;0;-14;-1;-33;-111;-38;-12;-338;0;-547;0;-7;-1;-8;75;15;0;279;0;353
330475;2004;0;10;7;49;127;58;2;81;0;334;0;-7;-4;-25;-114;-43;0;-85;0;-278;0;3;3;24;13;15;2;-4;0;56
330480;Total;88;1293;1;2443;4159;3548;2;1564;0;13098;-76;-1244;-1;-2301;-3913;-4332;-3;-1758;0;-13628;12;49;0;142;246;-784;-1;-194;0;-530
330480;2015;4;53;0;216;399;215;0;47;0;934;-6;-86;0;-159;-398;-197;0;-74;0;-920;-2;-33;0;57;1;18;0;-27;0;14
330480;2014;12;97;0;231;478;312;0;59;0;1189;-10;-90;0;-139;-464;-238;0;-65;0;-1006;2;7;0;92;14;74;0;-6;0;183
330480;2013;16;127;0;176;516;214;0;74;0;1123;-8;-102;0;-146;-463;-139;-1;-52;0;-911;8;25;0;30;53;75;-1;22;0;212
330480;2012;10;110;0;81;451;231;0;59;0;942;-3;-89;0;-90;-442;-115;0;-61;0;-800;7;21;0;-9;9;116;0;-2;0;142
330480;2011;3;114;0;133;445;115;0;80;0;890;-11;-111;0;-133;-362;-178;0;-72;0;-867;-8;3;0;0;83;-63;0;8;0;23
330480;2010;13;120;0;134;372;151;1;56;0;847;-4;-122;0;-212;-261;-154;0;-68;0;-821;9;-2;0;-78;111;-3;1;-12;0;26
330480;2009;12;99;0;82;245;367;0;64;0;869;-8;-123;0;-333;-241;-913;0;-130;0;-1748;4;-24;0;-251;4;-546;0;-66;0;-879
330480;2008;4;119;0;568;214;491;0;128;0;1524;-2;-122;0;-343;-294;-295;0;-194;0;-1250;2;-3;0;225;-80;196;0;-66;0;274
330480;2007;8;107;1;180;317;462;0;113;0;1188;-5;-93;-1;-148;-242;-1129;-2;-139;0;-1759;3;14;0;32;75;-667;-2;-26;0;-571
330480;2006;1;60;0;196;224;205;0;179;0;865;-5;-132;0;-272;-226;-403;0;-234;0;-1272;-4;-72;0;-76;-2;-198;0;-55;0;-407
330480;2005;2;168;0;306;266;586;1;428;0;1757;-6;-81;0;-207;-272;-398;0;-475;0;-1439;-4;87;0;99;-6;188;1;-47;0;318
330480;2004;3;119;0;140;232;199;0;277;0;970;-8;-93;0;-119;-248;-173;0;-194;0;-835;-5;26;0;21;-16;26;0;83;0;135
330490;Total;402;63577;4157;35711;185649;168995;11;1113;0;459615;-401;-62314;-3996;-33231;-175957;-155809;-12;-1110;0;-432830;1;1263;161;2480;9692;13186;-1;3;0;26785
330490;2015;31;4400;416;3562;18343;15896;0;183;0;42831;-36;-5547;-447;-3762;-19705;-17777;0;-203;0;-47477;-5;-1147;-31;-200;-1362;-1881;0;-20;0;-4646
330490;2014;50;5607;815;6005;21019;21833;0;197;0;55526;-27;-6497;-680;-5915;-21020;-19741;0;-192;0;-54072;23;-890;135;90;-1;2092;0;5;0;1454
330490;2013;28;5877;805;4491;20015;19921;2;85;0;51224;-30;-5967;-1089;-4201;-20127;-16875;-1;-104;0;-48394;-2;-90;-284;290;-112;3046;1;-19;0;2830
330490;2012;52;6121;570;3813;19301;17505;1;178;0;47541;-36;-6187;-579;-3640;-18846;-15646;-1;-161;0;-45096;16;-66;-9;173;455;1859;0;17;0;2445
330490;2011;33;6114;510;3459;18590;16214;2;88;0;45010;-40;-5987;-405;-2806;-17100;-13818;-1;-84;0;-40241;-7;127;105;653;1490;2396;1;4;0;4769
330490;2010;30;6552;685;3167;15942;12802;4;59;0;39241;-23;-6271;-560;-2299;-14097;-11324;-3;-68;0;-34645;7;281;125;868;1845;1478;1;-9;0;4596
330490;2009;30;6142;88;1932;13387;10806;1;86;0;32472;-33;-5067;-70;-2225;-13029;-10288;0;-76;0;-30788;-3;1075;18;-293;358;518;1;10;0;1684
330490;2008;41;5186;58;2744;12879;12279;0;71;0;33258;-49;-5165;-36;-2332;-12375;-10592;-1;-52;0;-30602;-8;21;22;412;504;1687;-1;19;0;2656
330490;2007;33;4902;42;1972;12440;10646;1;43;0;30079;-42;-4337;-41;-1775;-10553;-9748;0;-31;0;-26527;-9;565;1;197;1887;898;1;12;0;3552
330490;2006;22;5189;97;2192;11146;10757;0;30;0;29433;-19;-4446;-29;-1683;-10490;-9147;0;-28;0;-25842;3;743;68;509;656;1610;0;2;0;3591
330490;2005;30;3837;54;1197;11654;10116;0;56;0;26944;-14;-3644;-25;-1214;-10050;-11533;0;-51;0;-26531;16;193;29;-17;1604;-1417;0;5;0;413
330490;2004;22;3650;17;1177;10933;10220;0;37;0;26056;-52;-3199;-35;-1379;-8565;-9320;-5;-60;0;-22615;-30;451;-18;-202;2368;900;-5;-23;0;3441
330500;Total;58;3918;4;18071;3577;4607;34;530;0;30799;-25;-3525;-3;-17087;-3171;-4388;-245;-589;0;-29033;33;393;1;984;406;219;-211;-59;0;1766
330500;2015;45;331;2;1662;332;690;0;25;0;3087;-17;-370;-3;-1960;-328;-952;-2;-23;0;-3655;28;-39;-1;-298;4;-262;-2;2;0;-568
330500;2014;3;657;0;2508;417;914;0;32;0;4531;-2;-370;0;-3228;-416;-836;-5;-57;0;-4914;1;287;0;-720;1;78;-5;-25;0;-383
330500;2013;0;536;0;3769;413;628;0;42;0;5388;0;-705;0;-4497;-369;-657;-15;-46;0;-6289;0;-169;0;-728;44;-29;-15;-4;0;-901
330500;2012;0;698;0;3040;315;554;0;23;0;4630;0;-231;0;-2681;-344;-471;-16;-32;0;-3775;0;467;0;359;-29;83;-16;-9;0;855
330500;2011;2;186;0;2002;359;575;9;32;0;3165;0;-166;0;-1058;-320;-448;-48;-50;0;-2090;2;20;0;944;39;127;-39;-18;0;1075
330500;2010;1;187;0;1366;325;442;0;46;0;2367;-2;-162;0;-1233;-297;-332;-28;-56;0;-2110;-1;25;0;133;28;110;-28;-10;0;257
330500;2009;0;160;0;1384;282;221;4;44;0;2095;0;-205;0;-1077;-272;-211;-56;-35;0;-1856;0;-45;0;307;10;10;-52;9;0;239
330500;2008;3;167;2;1488;285;207;0;33;0;2185;0;-180;0;-853;-196;-143;-33;-52;0;-1457;3;-13;2;635;89;64;-33;-19;0;728
330500;2007;2;147;0;409;212;111;3;52;0;936;0;-232;0;-183;-178;-107;-21;-51;0;-772;2;-85;0;226;34;4;-18;1;0;164
330500;2006;0;297;0;153;218;96;0;89;0;853;-2;-356;0;-134;-165;-104;-2;-69;0;-832;-2;-59;0;19;53;-8;-2;20;0;21
330500;2005;1;374;0;257;236;76;1;59;0;1004;-2;-397;0;-126;-145;-64;-1;-56;0;-791;-1;-23;0;131;91;12;0;3;0;213
330500;2004;1;178;0;33;183;93;17;53;0;558;0;-151;0;-57;-141;-63;-18;-62;0;-492;1;27;0;-24;42;30;-1;-9;0;66
330510;Total;6;26302;695;11265;99217;117625;5;73;0;255188;-8;-25035;-677;-11284;-94401;-104885;-8;-65;0;-236363;-2;1267;18;-19;4816;12740;-3;8;0;18825
330510;2015;0;1788;127;1803;8855;11128;0;0;0;23701;0;-2528;-97;-2617;-9777;-12244;0;0;0;-27263;0;-740;30;-814;-922;-1116;0;0;0;-3562
330510;2014;0;2456;101;2345;10720;14895;0;5;0;30522;0;-2611;-91;-2248;-10761;-13482;0;-10;0;-29203;0;-155;10;97;-41;1413;0;-5;0;1319
330510;2013;0;2597;111;1385;10605;15757;0;12;0;30467;0;-2341;-91;-765;-9996;-14975;0;-7;0;-28175;0;256;20;620;609;782;0;5;0;2292
330510;2012;0;2581;77;654;9681;12357;0;8;0;25358;0;-2446;-81;-1091;-9411;-10070;0;-6;0;-23105;0;135;-4;-437;270;2287;0;2;0;2253
330510;2011;6;2366;101;1335;9589;12266;0;13;0;25676;-5;-2258;-85;-1549;-9442;-10492;0;-7;0;-23838;1;108;16;-214;147;1774;0;6;0;1838
330510;2010;0;2208;5;1037;9916;11133;0;22;0;24321;0;-2181;-6;-491;-8564;-8494;0;-23;0;-19759;0;27;-1;546;1352;2639;0;-1;0;4562
330510;2009;0;2056;48;343;7661;9074;0;0;0;19182;0;-1901;-175;-387;-7262;-7304;-3;-1;0;-17033;0;155;-127;-44;399;1770;-3;-1;0;2149
330510;2008;0;2563;36;801;7303;7531;0;2;0;18236;-3;-2357;-34;-606;-7045;-6564;0;-4;0;-16613;-3;206;2;195;258;967;0;-2;0;1623
330510;2007;0;2380;0;256;6433;6034;0;5;0;15108;0;-1978;-4;-171;-5932;-5190;0;-4;0;-13279;0;402;-4;85;501;844;0;1;0;1829
330510;2006;0;2140;13;474;6271;6231;0;0;0;15129;0;-1714;-3;-467;-5691;-5831;0;-1;0;-13707;0;426;10;7;580;400;0;-1;0;1422
330510;2005;0;1498;67;462;6293;6038;5;4;0;14367;0;-1311;-6;-423;-5486;-5169;-5;-1;0;-12401;0;187;61;39;807;869;0;3;0;1966
330510;2004;0;1669;9;370;5890;5181;0;2;0;13121;0;-1409;-4;-469;-5034;-5070;0;-1;0;-11987;0;260;5;-99;856;111;0;1;0;1134
330513;Total;68;27;0;41;465;167;0;169;0;937;-62;-19;0;-58;-393;-127;0;-142;0;-801;6;8;0;-17;72;40;0;27;0;136
330513;2015;2;0;0;0;44;15;0;16;0;77;0;0;0;-6;-48;-21;0;-15;0;-90;2;0;0;-6;-4;-6;0;1;0;-13
330513;2014;0;1;0;3;52;27;0;13;0;96;0;-5;0;-6;-46;-14;0;-11;0;-82;0;-4;0;-3;6;13;0;2;0;14
